Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,MIN,MAX,Normalized 0,Normalized 1,Normalized 2,Normalized 3,Normalized 4,Normalized 5,Normalized 6,Normalized 7,Normalized 8,Normalized 9,Normalized 10,Normalized 11,Normalized 12,Normalized 13,Normalized 14,Normalized 15,Normalized 16,Normalized 17,Normalized 18,Normalized 19,Normalized 20,Normalized 21,Normalized 22,Normalized 23,Normalized 24,Normalized 25,Normalized 26,Normalized 27,Normalized 28,Normalized 29,Normalized 30,Normalized 31,Normalized 32,Normalized 33,Normalized 34,Normalized 35,Normalized 36,Normalized 37,Normalized 38,Normalized 39,Normalized 40,Normalized 41,Normalized 42,Normalized 43,Normalized 44,Normalized 45,Normalized 46,Normalized 47,Normalized 48,Normalized 49,Normalized 50,Normalized 51
P491,19,20,27,23,19,30,23,23,13,12,14,28,11,15,24,15,25,28,22,17,16,19,21,15,16,18,14,10,14,16,11,16,10,17,17,16,13,22,13,16,14,12,18,22,17,16,21,12,19,16,21,21,10,30,0.45,0.50,0.85,0.65,0.45,1.00,0.65,0.65,0.15,0.10,0.20,0.90,0.05,0.25,0.70,0.25,0.75,0.90,0.60,0.35,0.30,0.45,0.55,0.25,0.30,0.40,0.20,0.00,0.20,0.30,0.05,0.30,0.00,0.35,0.35,0.30,0.15,0.60,0.15,0.30,0.20,0.10,0.40,0.60,0.35,0.30,0.55,0.10,0.45,0.30,0.55,0.55
P492,9,14,14,13,5,16,9,13,8,10,8,17,4,9,16,9,8,9,11,7,14,19,21,10,20,10,4,6,12,7,2,10,14,18,5,8,16,8,8,7,11,9,8,5,15,11,12,9,14,16,8,10,2,21,0.37,0.63,0.63,0.58,0.16,0.74,0.37,0.58,0.32,0.42,0.32,0.79,0.11,0.37,0.74,0.37,0.32,0.37,0.47,0.26,0.63,0.89,1.00,0.42,0.95,0.42,0.11,0.21,0.53,0.26,0.00,0.42,0.63,0.84,0.16,0.32,0.74,0.32,0.32,0.26,0.47,0.37,0.32,0.16,0.68,0.47,0.53,0.37,0.63,0.74,0.32,0.42
P493,9,9,12,5,11,10,12,10,12,17,12,11,9,17,11,15,9,10,13,20,8,12,18,8,8,18,6,9,8,8,9,6,7,7,11,11,13,11,14,9,13,10,11,11,9,4,12,10,12,10,11,9,4,20,0.31,0.31,0.50,0.06,0.44,0.38,0.50,0.38,0.50,0.81,0.50,0.44,0.31,0.81,0.44,0.69,0.31,0.38,0.56,1.00,0.25,0.50,0.88,0.25,0.25,0.88,0.13,0.31,0.25,0.25,0.31,0.13,0.19,0.19,0.44,0.44,0.56,0.44,0.63,0.31,0.56,0.38,0.44,0.44,0.31,0.00,0.50,0.38,0.50,0.38,0.44,0.31
P494,6,13,12,15,16,19,9,18,11,12,8,8,19,11,11,21,13,8,13,10,21,12,4,13,30,14,4,5,7,15,8,11,13,15,15,16,10,10,9,8,8,11,4,14,8,12,7,16,9,8,8,15,4,30,0.08,0.35,0.31,0.42,0.46,0.58,0.19,0.54,0.27,0.31,0.15,0.15,0.58,0.27,0.27,0.65,0.35,0.15,0.35,0.23,0.65,0.31,0.00,0.35,1.00,0.38,0.00,0.04,0.12,0.42,0.15,0.27,0.35,0.42,0.42,0.46,0.23,0.23,0.19,0.15,0.15,0.27,0.00,0.38,0.15,0.31,0.12,0.46,0.19,0.15,0.15,0.42
P495,16,15,27,14,19,12,13,11,17,31,20,16,10,24,23,17,19,16,19,13,11,15,18,17,18,29,12,15,5,18,10,9,16,8,13,10,14,13,13,13,21,16,19,15,13,10,11,16,14,17,21,24,5,31,0.42,0.38,0.85,0.35,0.54,0.27,0.31,0.23,0.46,1.00,0.58,0.42,0.19,0.73,0.69,0.46,0.54,0.42,0.54,0.31,0.23,0.38,0.50,0.46,0.50,0.92,0.27,0.38,0.00,0.50,0.19,0.15,0.42,0.12,0.31,0.19,0.35,0.31,0.31,0.31,0.62,0.42,0.54,0.38,0.31,0.19,0.23,0.42,0.35,0.46,0.62,0.73
P496,5,3,13,11,10,9,19,19,5,10,10,13,13,10,9,6,9,7,7,13,7,12,13,10,9,15,6,8,8,6,7,3,7,3,3,4,10,5,6,11,6,6,13,13,12,10,6,11,7,13,5,11,3,19,0.13,0.00,0.63,0.50,0.44,0.38,1.00,1.00,0.13,0.44,0.44,0.63,0.63,0.44,0.38,0.19,0.38,0.25,0.25,0.63,0.25,0.56,0.63,0.44,0.38,0.75,0.19,0.31,0.31,0.19,0.25,0.00,0.25,0.00,0.00,0.06,0.44,0.13,0.19,0.50,0.19,0.19,0.63,0.63,0.56,0.44,0.19,0.50,0.25,0.63,0.13,0.50
P497,5,4,4,3,2,2,2,6,5,4,4,8,7,9,3,7,6,2,6,4,1,1,3,8,6,9,3,5,2,3,4,2,6,5,5,2,6,3,3,2,6,2,7,4,3,7,4,6,4,8,5,4,1,9,0.50,0.38,0.38,0.25,0.13,0.13,0.13,0.63,0.50,0.38,0.38,0.88,0.75,1.00,0.25,0.75,0.63,0.13,0.63,0.38,0.00,0.00,0.25,0.88,0.63,1.00,0.25,0.50,0.13,0.25,0.38,0.13,0.63,0.50,0.50,0.13,0.63,0.25,0.25,0.13,0.63,0.13,0.75,0.38,0.25,0.75,0.38,0.63,0.38,0.88,0.50,0.38
P498,4,4,6,8,8,1,6,5,7,8,2,6,5,5,3,3,3,5,3,2,5,1,4,5,7,2,3,4,3,2,5,5,3,2,3,6,6,2,3,3,1,3,1,1,1,1,5,4,3,5,2,4,1,8,0.43,0.43,0.71,1.00,1.00,0.00,0.71,0.57,0.86,1.00,0.14,0.71,0.57,0.57,0.29,0.29,0.29,0.57,0.29,0.14,0.57,0.00,0.43,0.57,0.86,0.14,0.29,0.43,0.29,0.14,0.57,0.57,0.29,0.14,0.29,0.71,0.71,0.14,0.29,0.29,0.00,0.29,0.00,0.00,0.00,0.00,0.57,0.43,0.29,0.57,0.14,0.43
P499,11,13,12,18,8,9,14,9,8,6,10,13,8,7,9,6,14,9,10,4,15,8,9,14,10,10,13,7,7,6,5,9,6,6,8,5,2,10,10,8,7,6,8,5,6,6,8,9,12,2,10,12,2,18,0.56,0.69,0.63,1.00,0.38,0.44,0.75,0.44,0.38,0.25,0.50,0.69,0.38,0.31,0.44,0.25,0.75,0.44,0.50,0.13,0.81,0.38,0.44,0.75,0.50,0.50,0.69,0.31,0.31,0.25,0.19,0.44,0.25,0.25,0.38,0.19,0.00,0.50,0.50,0.38,0.31,0.25,0.38,0.19,0.25,0.25,0.38,0.44,0.63,0.00,0.50,0.63
P500,8,8,3,4,13,9,5,6,10,8,10,4,12,6,11,7,5,6,8,3,6,7,4,9,8,4,6,7,5,6,8,7,4,4,8,6,4,8,7,4,4,2,5,6,5,3,4,5,3,5,8,6,2,13,0.55,0.55,0.09,0.18,1.00,0.64,0.27,0.36,0.73,0.55,0.73,0.18,0.91,0.36,0.82,0.45,0.27,0.36,0.55,0.09,0.36,0.45,0.18,0.64,0.55,0.18,0.36,0.45,0.27,0.36,0.55,0.45,0.18,0.18,0.55,0.36,0.18,0.55,0.45,0.18,0.18,0.00,0.27,0.36,0.27,0.09,0.18,0.27,0.09,0.27,0.55,0.36
P501,4,5,4,2,6,5,6,11,2,5,11,2,8,4,1,9,7,11,4,2,7,11,6,8,5,6,8,4,2,3,5,3,4,3,7,4,2,3,11,1,5,2,4,4,1,4,9,5,4,2,5,8,1,11,0.30,0.40,0.30,0.10,0.50,0.40,0.50,1.00,0.10,0.40,1.00,0.10,0.70,0.30,0.00,0.80,0.60,1.00,0.30,0.10,0.60,1.00,0.50,0.70,0.40,0.50,0.70,0.30,0.10,0.20,0.40,0.20,0.30,0.20,0.60,0.30,0.10,0.20,1.00,0.00,0.40,0.10,0.30,0.30,0.00,0.30,0.80,0.40,0.30,0.10,0.40,0.70
P502,11,15,19,15,14,11,12,11,16,15,13,11,13,10,8,10,20,18,13,14,8,5,17,11,21,18,3,15,9,9,12,17,8,5,13,5,13,14,14,11,15,12,11,8,8,4,11,13,22,17,18,15,3,22,0.42,0.63,0.84,0.63,0.58,0.42,0.47,0.42,0.68,0.63,0.53,0.42,0.53,0.37,0.26,0.37,0.89,0.79,0.53,0.58,0.26,0.11,0.74,0.42,0.95,0.79,0.00,0.63,0.32,0.32,0.47,0.74,0.26,0.11,0.53,0.11,0.53,0.58,0.58,0.42,0.63,0.47,0.42,0.26,0.26,0.05,0.42,0.53,1.00,0.74,0.79,0.63
P503,13,19,15,13,22,23,10,12,14,12,23,14,12,23,13,14,7,12,20,22,17,13,17,17,36,19,7,12,5,11,10,8,17,11,14,13,15,12,12,10,16,17,14,13,16,14,27,16,20,22,26,21,5,36,0.26,0.45,0.32,0.26,0.55,0.58,0.16,0.23,0.29,0.23,0.58,0.29,0.23,0.58,0.26,0.29,0.06,0.23,0.48,0.55,0.39,0.26,0.39,0.39,1.00,0.45,0.06,0.23,0.00,0.19,0.16,0.10,0.39,0.19,0.29,0.26,0.32,0.23,0.23,0.16,0.35,0.39,0.29,0.26,0.35,0.29,0.71,0.35,0.48,0.55,0.68,0.52
P504,10,13,11,5,13,12,16,12,15,12,11,13,13,8,11,21,7,17,13,9,16,13,10,15,16,10,15,7,10,5,6,12,14,5,8,8,9,9,12,4,7,8,6,10,17,9,11,14,11,13,18,12,4,21,0.35,0.53,0.41,0.06,0.53,0.47,0.71,0.47,0.65,0.47,0.41,0.53,0.53,0.24,0.41,1.00,0.18,0.76,0.53,0.29,0.71,0.53,0.35,0.65,0.71,0.35,0.65,0.18,0.35,0.06,0.12,0.47,0.59,0.06,0.24,0.24,0.29,0.29,0.47,0.00,0.18,0.24,0.12,0.35,0.76,0.29,0.41,0.59,0.41,0.53,0.82,0.47
P505,23,4,16,24,19,15,16,17,18,17,16,13,18,17,16,16,20,16,16,13,19,19,22,14,18,24,15,11,12,9,8,10,8,15,10,13,16,15,19,17,10,9,20,11,11,15,12,9,21,16,28,11,4,28,0.79,0.00,0.50,0.83,0.63,0.46,0.50,0.54,0.58,0.54,0.50,0.38,0.58,0.54,0.50,0.50,0.67,0.50,0.50,0.38,0.63,0.63,0.75,0.42,0.58,0.83,0.46,0.29,0.33,0.21,0.17,0.25,0.17,0.46,0.25,0.38,0.50,0.46,0.63,0.54,0.25,0.21,0.67,0.29,0.29,0.46,0.33,0.21,0.71,0.50,1.00,0.29
P506,23,16,9,11,16,19,23,16,16,18,8,22,11,20,11,12,17,12,13,13,21,13,7,18,12,18,9,6,5,14,9,7,11,6,6,11,9,8,9,4,15,5,7,9,4,4,11,14,12,10,18,13,4,23,1.00,0.63,0.26,0.37,0.63,0.79,1.00,0.63,0.63,0.74,0.21,0.95,0.37,0.84,0.37,0.42,0.68,0.42,0.47,0.47,0.89,0.47,0.16,0.74,0.42,0.74,0.26,0.11,0.05,0.53,0.26,0.16,0.37,0.11,0.11,0.37,0.26,0.21,0.26,0.00,0.58,0.05,0.16,0.26,0.00,0.00,0.37,0.53,0.42,0.32,0.74,0.47
P507,11,27,11,22,9,15,18,21,18,18,20,19,18,24,17,16,20,19,24,14,25,21,27,36,28,23,6,10,9,16,11,17,11,15,11,13,18,13,11,14,10,16,15,7,14,12,9,14,13,22,19,28,6,36,0.17,0.70,0.17,0.53,0.10,0.30,0.40,0.50,0.40,0.40,0.47,0.43,0.40,0.60,0.37,0.33,0.47,0.43,0.60,0.27,0.63,0.50,0.70,1.00,0.73,0.57,0.00,0.13,0.10,0.33,0.17,0.37,0.17,0.30,0.17,0.23,0.40,0.23,0.17,0.27,0.13,0.33,0.30,0.03,0.27,0.20,0.10,0.27,0.23,0.53,0.43,0.73
P508,9,10,9,12,11,17,4,10,8,10,7,9,12,7,12,9,7,6,12,14,5,9,12,13,14,10,3,6,10,14,4,8,8,9,6,11,6,9,5,8,4,7,7,11,5,7,4,7,8,5,14,12,3,17,0.43,0.50,0.43,0.64,0.57,1.00,0.07,0.50,0.36,0.50,0.29,0.43,0.64,0.29,0.64,0.43,0.29,0.21,0.64,0.79,0.14,0.43,0.64,0.71,0.79,0.50,0.00,0.21,0.50,0.79,0.07,0.36,0.36,0.43,0.21,0.57,0.21,0.43,0.14,0.36,0.07,0.29,0.29,0.57,0.14,0.29,0.07,0.29,0.36,0.14,0.79,0.64
P509,9,5,5,2,9,3,13,4,5,7,4,6,7,6,7,4,7,6,4,4,8,6,5,12,11,4,5,2,4,4,4,3,3,6,6,6,4,6,7,7,4,4,5,3,5,4,9,5,7,5,7,6,2,13,0.64,0.27,0.27,0.00,0.64,0.09,1.00,0.18,0.27,0.45,0.18,0.36,0.45,0.36,0.45,0.18,0.45,0.36,0.18,0.18,0.55,0.36,0.27,0.91,0.82,0.18,0.27,0.00,0.18,0.18,0.18,0.09,0.09,0.36,0.36,0.36,0.18,0.36,0.45,0.45,0.18,0.18,0.27,0.09,0.27,0.18,0.64,0.27,0.45,0.27,0.45,0.36
P510,9,4,10,6,5,11,10,6,6,9,9,8,11,7,7,8,7,9,5,13,10,7,12,5,12,15,8,3,5,4,4,2,5,5,10,3,8,3,5,7,6,4,5,8,10,3,6,4,7,10,9,14,2,15,0.54,0.15,0.62,0.31,0.23,0.69,0.62,0.31,0.31,0.54,0.54,0.46,0.69,0.38,0.38,0.46,0.38,0.54,0.23,0.85,0.62,0.38,0.77,0.23,0.77,1.00,0.46,0.08,0.23,0.15,0.15,0.00,0.23,0.23,0.62,0.08,0.46,0.08,0.23,0.38,0.31,0.15,0.23,0.46,0.62,0.08,0.31,0.15,0.38,0.62,0.54,0.92
P511,25,23,30,33,20,27,31,26,21,42,22,30,33,27,28,32,31,28,25,27,31,19,17,28,33,38,24,25,24,19,22,18,25,16,18,17,23,20,23,24,26,21,22,19,21,19,22,21,25,21,19,28,16,42,0.35,0.27,0.54,0.65,0.15,0.42,0.58,0.38,0.19,1.00,0.23,0.54,0.65,0.42,0.46,0.62,0.58,0.46,0.35,0.42,0.58,0.12,0.04,0.46,0.65,0.85,0.31,0.35,0.31,0.12,0.23,0.08,0.35,0.00,0.08,0.04,0.27,0.15,0.27,0.31,0.38,0.19,0.23,0.12,0.19,0.12,0.23,0.19,0.35,0.19,0.12,0.46
P512,17,17,16,16,27,18,17,17,16,20,21,14,19,10,18,26,20,17,25,14,20,27,21,29,33,30,12,8,12,12,20,11,8,14,17,14,17,15,12,15,17,18,10,14,22,22,19,20,19,29,26,35,8,35,0.33,0.33,0.30,0.30,0.70,0.37,0.33,0.33,0.30,0.44,0.48,0.22,0.41,0.07,0.37,0.67,0.44,0.33,0.63,0.22,0.44,0.70,0.48,0.78,0.93,0.81,0.15,0.00,0.15,0.15,0.44,0.11,0.00,0.22,0.33,0.22,0.33,0.26,0.15,0.26,0.33,0.37,0.07,0.22,0.52,0.52,0.41,0.44,0.41,0.78,0.67,1.00
P513,22,23,25,21,25,17,10,23,24,21,18,24,16,18,22,23,27,17,20,20,13,19,21,20,25,12,15,9,15,17,7,11,17,24,16,20,11,18,8,10,15,17,14,13,17,16,18,17,18,12,19,22,7,27,0.75,0.80,0.90,0.70,0.90,0.50,0.15,0.80,0.85,0.70,0.55,0.85,0.45,0.55,0.75,0.80,1.00,0.50,0.65,0.65,0.30,0.60,0.70,0.65,0.90,0.25,0.40,0.10,0.40,0.50,0.00,0.20,0.50,0.85,0.45,0.65,0.20,0.55,0.05,0.15,0.40,0.50,0.35,0.30,0.50,0.45,0.55,0.50,0.55,0.25,0.60,0.75
P514,7,14,13,11,9,19,7,12,16,7,9,15,9,13,8,21,12,13,10,8,13,13,9,13,16,20,16,10,11,7,6,5,7,11,9,19,10,4,8,8,12,20,8,15,10,11,9,13,12,7,13,16,4,21,0.18,0.59,0.53,0.41,0.29,0.88,0.18,0.47,0.71,0.18,0.29,0.65,0.29,0.53,0.24,1.00,0.47,0.53,0.35,0.24,0.53,0.53,0.29,0.53,0.71,0.94,0.71,0.35,0.41,0.18,0.12,0.06,0.18,0.41,0.29,0.88,0.35,0.00,0.24,0.24,0.47,0.94,0.24,0.65,0.35,0.41,0.29,0.53,0.47,0.18,0.53,0.71
P515,10,15,15,14,12,8,8,9,6,11,11,10,6,6,17,11,17,12,7,7,12,8,12,15,14,13,11,10,8,5,8,8,7,8,4,7,4,5,9,4,9,7,6,8,5,6,6,11,7,9,8,12,4,17,0.46,0.85,0.85,0.77,0.62,0.31,0.31,0.38,0.15,0.54,0.54,0.46,0.15,0.15,1.00,0.54,1.00,0.62,0.23,0.23,0.62,0.31,0.62,0.85,0.77,0.69,0.54,0.46,0.31,0.08,0.31,0.31,0.23,0.31,0.00,0.23,0.00,0.08,0.38,0.00,0.38,0.23,0.15,0.31,0.08,0.15,0.15,0.54,0.23,0.38,0.31,0.62
P516,24,18,15,21,20,19,21,25,21,13,31,20,23,18,16,18,15,25,23,25,26,9,23,23,22,26,15,16,15,20,13,15,16,17,19,13,14,17,17,15,22,14,23,12,13,12,21,19,11,20,20,20,9,31,0.68,0.41,0.27,0.55,0.50,0.45,0.55,0.73,0.55,0.18,1.00,0.50,0.64,0.41,0.32,0.41,0.27,0.73,0.64,0.73,0.77,0.00,0.64,0.64,0.59,0.77,0.27,0.32,0.27,0.50,0.18,0.27,0.32,0.36,0.45,0.18,0.23,0.36,0.36,0.27,0.59,0.23,0.64,0.14,0.18,0.14,0.55,0.45,0.09,0.50,0.50,0.50
P517,15,15,11,11,20,16,10,13,10,13,11,10,15,17,6,22,13,11,13,12,17,10,18,12,18,13,5,10,3,7,14,8,11,7,6,7,13,12,20,9,7,10,9,2,12,11,5,10,12,14,12,14,2,22,0.65,0.65,0.45,0.45,0.90,0.70,0.40,0.55,0.40,0.55,0.45,0.40,0.65,0.75,0.20,1.00,0.55,0.45,0.55,0.50,0.75,0.40,0.80,0.50,0.80,0.55,0.15,0.40,0.05,0.25,0.60,0.30,0.45,0.25,0.20,0.25,0.55,0.50,0.90,0.35,0.25,0.40,0.35,0.00,0.50,0.45,0.15,0.40,0.50,0.60,0.50,0.60
P518,15,6,14,12,11,18,8,9,14,7,15,15,9,16,11,9,9,11,5,13,10,10,11,14,11,16,6,5,12,4,9,7,5,8,9,9,6,12,8,7,5,7,5,14,4,3,4,9,5,9,15,17,3,18,0.80,0.20,0.73,0.60,0.53,1.00,0.33,0.40,0.73,0.27,0.80,0.80,0.40,0.87,0.53,0.40,0.40,0.53,0.13,0.67,0.47,0.47,0.53,0.73,0.53,0.87,0.20,0.13,0.60,0.07,0.40,0.27,0.13,0.33,0.40,0.40,0.20,0.60,0.33,0.27,0.13,0.27,0.13,0.73,0.07,0.00,0.07,0.40,0.13,0.40,0.80,0.93
P519,30,26,16,16,23,30,21,18,27,23,16,24,22,27,8,26,27,24,16,23,20,19,22,15,18,25,16,16,13,11,9,16,10,21,16,15,4,16,21,15,24,21,18,16,25,16,13,7,16,7,22,21,4,30,1.00,0.85,0.46,0.46,0.73,1.00,0.65,0.54,0.88,0.73,0.46,0.77,0.69,0.88,0.15,0.85,0.88,0.77,0.46,0.73,0.62,0.58,0.69,0.42,0.54,0.81,0.46,0.46,0.35,0.27,0.19,0.46,0.23,0.65,0.46,0.42,0.00,0.46,0.65,0.42,0.77,0.65,0.54,0.46,0.81,0.46,0.35,0.12,0.46,0.12,0.69,0.65
P520,9,12,11,16,8,9,18,12,18,14,13,14,14,15,12,13,15,18,12,18,8,19,13,12,14,15,7,3,12,11,11,9,13,14,13,9,8,5,8,6,8,11,14,11,13,11,8,9,12,18,15,22,3,22,0.32,0.47,0.42,0.68,0.26,0.32,0.79,0.47,0.79,0.58,0.53,0.58,0.58,0.63,0.47,0.53,0.63,0.79,0.47,0.79,0.26,0.84,0.53,0.47,0.58,0.63,0.21,0.00,0.47,0.42,0.42,0.32,0.53,0.58,0.53,0.32,0.26,0.11,0.26,0.16,0.26,0.42,0.58,0.42,0.53,0.42,0.26,0.32,0.47,0.79,0.63,1.00
P521,8,14,14,11,14,12,6,6,7,21,13,13,10,7,18,7,6,14,6,9,11,18,15,9,10,11,7,9,5,9,4,9,12,11,3,8,8,10,12,7,12,15,15,7,10,10,7,12,10,5,9,10,3,21,0.28,0.61,0.61,0.44,0.61,0.50,0.17,0.17,0.22,1.00,0.56,0.56,0.39,0.22,0.83,0.22,0.17,0.61,0.17,0.33,0.44,0.83,0.67,0.33,0.39,0.44,0.22,0.33,0.11,0.33,0.06,0.33,0.50,0.44,0.00,0.28,0.28,0.39,0.50,0.22,0.50,0.67,0.67,0.22,0.39,0.39,0.22,0.50,0.39,0.11,0.33,0.39
P522,12,15,16,10,19,11,9,6,10,7,19,14,11,13,12,9,15,13,10,10,10,15,9,11,13,18,5,9,9,11,4,13,15,4,10,8,10,12,12,8,12,7,10,6,6,5,13,7,7,9,17,9,4,19,0.53,0.73,0.80,0.40,1.00,0.47,0.33,0.13,0.40,0.20,1.00,0.67,0.47,0.60,0.53,0.33,0.73,0.60,0.40,0.40,0.40,0.73,0.33,0.47,0.60,0.93,0.07,0.33,0.33,0.47,0.00,0.60,0.73,0.00,0.40,0.27,0.40,0.53,0.53,0.27,0.53,0.20,0.40,0.13,0.13,0.07,0.60,0.20,0.20,0.33,0.87,0.33
P523,8,14,12,16,18,9,16,19,10,10,19,9,11,17,12,11,19,10,13,10,16,15,14,13,15,15,8,5,8,7,8,8,8,8,9,13,9,8,7,11,16,7,9,10,8,10,9,9,10,12,10,13,5,19,0.21,0.64,0.50,0.79,0.93,0.29,0.79,1.00,0.36,0.36,1.00,0.29,0.43,0.86,0.50,0.43,1.00,0.36,0.57,0.36,0.79,0.71,0.64,0.57,0.71,0.71,0.21,0.00,0.21,0.14,0.21,0.21,0.21,0.21,0.29,0.57,0.29,0.21,0.14,0.43,0.79,0.14,0.29,0.36,0.21,0.36,0.29,0.29,0.36,0.50,0.36,0.57
P524,14,9,10,7,11,8,8,6,11,10,10,20,22,15,6,14,10,10,16,12,10,12,12,12,9,14,8,9,4,11,11,3,7,6,11,7,7,5,6,7,4,16,13,9,11,10,8,5,9,8,8,12,3,22,0.58,0.32,0.37,0.21,0.42,0.26,0.26,0.16,0.42,0.37,0.37,0.89,1.00,0.63,0.16,0.58,0.37,0.37,0.68,0.47,0.37,0.47,0.47,0.47,0.32,0.58,0.26,0.32,0.05,0.42,0.42,0.00,0.21,0.16,0.42,0.21,0.21,0.11,0.16,0.21,0.05,0.68,0.53,0.32,0.42,0.37,0.26,0.11,0.32,0.26,0.26,0.47
P525,15,12,15,15,5,7,14,10,21,16,11,12,10,14,13,17,11,14,10,14,14,14,14,15,20,12,12,12,10,7,15,7,13,12,8,15,13,11,12,17,4,8,10,12,13,12,12,8,12,9,15,11,4,21,0.65,0.47,0.65,0.65,0.06,0.18,0.59,0.35,1.00,0.71,0.41,0.47,0.35,0.59,0.53,0.76,0.41,0.59,0.35,0.59,0.59,0.59,0.59,0.65,0.94,0.47,0.47,0.47,0.35,0.18,0.65,0.18,0.53,0.47,0.24,0.65,0.53,0.41,0.47,0.76,0.00,0.24,0.35,0.47,0.53,0.47,0.47,0.24,0.47,0.29,0.65,0.41
P526,9,13,15,18,15,10,10,17,20,14,15,20,12,11,20,17,18,24,15,19,23,20,26,23,34,25,9,11,13,14,8,10,16,14,11,8,10,17,13,17,11,8,12,10,11,23,20,11,17,16,16,27,8,34,0.04,0.19,0.27,0.38,0.27,0.08,0.08,0.35,0.46,0.23,0.27,0.46,0.15,0.12,0.46,0.35,0.38,0.62,0.27,0.42,0.58,0.46,0.69,0.58,1.00,0.65,0.04,0.12,0.19,0.23,0.00,0.08,0.31,0.23,0.12,0.00,0.08,0.35,0.19,0.35,0.12,0.00,0.15,0.08,0.12,0.58,0.46,0.12,0.35,0.31,0.31,0.73
P527,7,18,11,14,9,16,15,17,8,17,13,11,7,16,16,8,11,12,5,13,8,13,10,7,13,10,7,10,5,7,11,6,10,9,12,11,12,11,9,5,8,17,8,10,6,19,13,11,7,7,18,11,5,19,0.14,0.93,0.43,0.64,0.29,0.79,0.71,0.86,0.21,0.86,0.57,0.43,0.14,0.79,0.79,0.21,0.43,0.50,0.00,0.57,0.21,0.57,0.36,0.14,0.57,0.36,0.14,0.36,0.00,0.14,0.43,0.07,0.36,0.29,0.50,0.43,0.50,0.43,0.29,0.00,0.21,0.86,0.21,0.36,0.07,1.00,0.57,0.43,0.14,0.14,0.93,0.43
P528,9,9,10,5,13,22,14,11,17,15,9,18,17,10,10,14,10,11,12,11,11,17,9,18,19,16,3,5,12,2,10,4,9,10,7,8,5,10,10,9,5,9,14,6,6,15,7,10,14,11,12,16,2,22,0.35,0.35,0.40,0.15,0.55,1.00,0.60,0.45,0.75,0.65,0.35,0.80,0.75,0.40,0.40,0.60,0.40,0.45,0.50,0.45,0.45,0.75,0.35,0.80,0.85,0.70,0.05,0.15,0.50,0.00,0.40,0.10,0.35,0.40,0.25,0.30,0.15,0.40,0.40,0.35,0.15,0.35,0.60,0.20,0.20,0.65,0.25,0.40,0.60,0.45,0.50,0.70
P529,13,17,15,11,13,14,13,10,15,7,16,16,19,15,16,14,9,17,14,7,19,12,13,17,19,11,4,11,10,10,10,16,10,16,11,15,6,10,12,11,11,9,11,13,11,17,11,7,13,15,11,15,4,19,0.60,0.87,0.73,0.47,0.60,0.67,0.60,0.40,0.73,0.20,0.80,0.80,1.00,0.73,0.80,0.67,0.33,0.87,0.67,0.20,1.00,0.53,0.60,0.87,1.00,0.47,0.00,0.47,0.40,0.40,0.40,0.80,0.40,0.80,0.47,0.73,0.13,0.40,0.53,0.47,0.47,0.33,0.47,0.60,0.47,0.87,0.47,0.20,0.60,0.73,0.47,0.73
P530,20,11,22,14,15,20,15,17,14,21,16,20,10,14,14,16,18,19,15,17,22,24,21,22,22,21,14,7,7,10,9,11,14,19,6,15,9,15,12,14,19,15,17,16,16,15,14,15,14,14,22,21,6,24,0.78,0.28,0.89,0.44,0.50,0.78,0.50,0.61,0.44,0.83,0.56,0.78,0.22,0.44,0.44,0.56,0.67,0.72,0.50,0.61,0.89,1.00,0.83,0.89,0.89,0.83,0.44,0.06,0.06,0.22,0.17,0.28,0.44,0.72,0.00,0.50,0.17,0.50,0.33,0.44,0.72,0.50,0.61,0.56,0.56,0.50,0.44,0.50,0.44,0.44,0.89,0.83
P531,4,8,3,2,4,5,3,6,3,3,5,5,8,3,10,4,5,5,3,9,3,5,4,3,4,9,5,6,5,9,3,2,6,4,5,4,5,4,3,7,4,9,3,5,1,5,7,5,5,6,4,6,1,10,0.33,0.78,0.22,0.11,0.33,0.44,0.22,0.56,0.22,0.22,0.44,0.44,0.78,0.22,1.00,0.33,0.44,0.44,0.22,0.89,0.22,0.44,0.33,0.22,0.33,0.89,0.44,0.56,0.44,0.89,0.22,0.11,0.56,0.33,0.44,0.33,0.44,0.33,0.22,0.67,0.33,0.89,0.22,0.44,0.00,0.44,0.67,0.44,0.44,0.56,0.33,0.56
P532,15,5,10,8,12,8,8,6,15,4,9,7,7,18,14,6,9,8,5,7,9,13,14,14,17,12,7,5,7,5,6,5,13,6,12,9,9,7,14,3,9,7,7,9,4,9,9,12,6,10,8,15,3,18,0.80,0.13,0.47,0.33,0.60,0.33,0.33,0.20,0.80,0.07,0.40,0.27,0.27,1.00,0.73,0.20,0.40,0.33,0.13,0.27,0.40,0.67,0.73,0.73,0.93,0.60,0.27,0.13,0.27,0.13,0.20,0.13,0.67,0.20,0.60,0.40,0.40,0.27,0.73,0.00,0.40,0.27,0.27,0.40,0.07,0.40,0.40,0.60,0.20,0.47,0.33,0.80
